Song,Tempo,Chroma,MFCC,Chords
Anuvanuvuu Lyrical (Telugu) ｜ Om Bheem Bush ｜ Sree Vishnu｜ Arijit Singh ｜ Harsha Konuganti ｜Sunny MR,[178.20581897],"[0.21517904102802277, 0.21452756226062775, 0.4282345771789551, 0.47301825881004333, 0.313352108001709, 0.33895549178123474, 0.2679186463356018, 0.352529376745224, 0.2681463956832886, 0.2907877266407013, 0.43747764825820923, 0.26476219296455383]","[-138.96615600585938, 165.46371459960938, -1.3508883714675903, 32.320350646972656, -16.558731079101562, 23.37511444091797, -16.80620574951172, 1.7469813823699951, -10.647041320800781, 2.143728017807007, -11.314987182617188, -0.32577311992645264, 0.4132125973701477]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 8, 9, 10, 1, 8, 9, 2, 3, 8, 7, 8, 9, 6, 7, 8, 6, 7, 8]"
"Apple Beauty Full Video Song ｜｜ ＂Janatha Garage＂ ｜｜ Jr. NTR, Samantha, Mohanlal ｜｜ DSP Hit Songs",[123.046875],"[0.5078223943710327, 0.47451910376548767, 0.4252440929412842, 0.4013293981552124, 0.4310978949069977, 0.36294397711753845, 0.3181747794151306, 0.3668147027492523, 0.4163144528865814, 0.5376033782958984, 0.46630650758743286, 0.4574587941169739]","[-79.69782257080078, 132.63851928710938, -27.21371078491211, 50.365989685058594, -15.301403999328613, 33.57444381713867, -10.819942474365234, 7.761106014251709, -4.0745697021484375, 6.091332912445068, -4.3697967529296875, 3.419577121734619, 0.5928002595901489]","[9, 10, 11, 9, 10, 11, 2, 4, 10, 0, 1, 11, 1, 10, 11, 1, 2, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11]"
Arare Arare,[125.],"[0.343806654214859, 0.341366171836853, 0.493892103433609, 0.6048482656478882, 0.47964441776275635, 0.4804950952529907, 0.42726707458496094, 0.43864089250564575, 0.35504263639450073, 0.3401811718940735, 0.40684065222740173, 0.34767407178878784]","[-180.75411987304688, 141.0336151123047, 0.4591476321220398, 47.72644805908203, -6.598258972167969, 26.084766387939453, -8.366475105285645, 7.30950927734375, -3.962165594100952, 0.055325884371995926, -6.294663906097412, -1.6643441915512085, -0.3519763946533203]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Arctic Monkeys - Do I Wanna Know？ (Official Video),[84.72079918],"[0.5037943720817566, 0.5052127838134766, 0.5699669122695923, 0.5375147461891174, 0.4463419020175934, 0.43726006150245667, 0.4031670391559601, 0.4946385622024536, 0.42481061816215515, 0.40567073225975037, 0.45678627490997314, 0.45174548029899597]","[-139.01953125, 171.33274841308594, -30.922595977783203, 34.244140625, 2.214519500732422, 20.065900802612305, -11.985679626464844, 9.888545036315918, 2.9054548740386963, 4.442640781402588, -1.270832896232605, 0.507868766784668, 6.014903545379639]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"AronChupa, Little Sis Nora - I'm an Albatraoz (Audio)",[129.19921875],"[0.5699971318244934, 0.5214645862579346, 0.5498033165931702, 0.47856295108795166, 0.46080100536346436, 0.4521294832229614, 0.47093436121940613, 0.5426526665687561, 0.46009305119514465, 0.4350246489048004, 0.48541954159736633, 0.5212368965148926]","[-185.68447875976562, 139.9000701904297, -44.79080581665039, 23.838260650634766, 9.182693481445312, 6.822537899017334, 2.8673553466796875, 12.33299446105957, 1.2032206058502197, 7.806814193725586, -4.246530532836914, 2.0941619873046875, -4.747967720031738]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Ashes - Stellar (Official Lyric Video),[129.19921875],"[0.6041954755783081, 0.4510565400123596, 0.40528902411460876, 0.432643860578537, 0.4332351088523865, 0.4915176033973694, 0.4376288056373596, 0.44869619607925415, 0.5101349353790283, 0.49044013023376465, 0.4848514199256897, 0.5044543743133545]","[-160.05337524414062, 151.6714324951172, -11.699043273925781, 50.37789535522461, -4.849428176879883, 31.55995750427246, -5.308481693267822, 13.698657035827637, 7.3892083168029785, -0.2141619175672531, 0.5372546911239624, 9.089438438415527, -1.7008581161499023]","[9, 10, 11, 0, 4, 11, 4, 5, 6, 1, 2, 3, 1, 2, 3, 6, 7, 8, 6, 7, 8, 5, 6, 7, 6, 7, 8, 0, 10, 11]"
AURORA - Everything Matters (Lyric Video) ft. Pomme,[107.66601562],"[0.30953460931777954, 0.30124229192733765, 0.3915409743785858, 0.3671160638332367, 0.2486124485731125, 0.23201687633991241, 0.30655404925346375, 0.49200737476348877, 0.3962612748146057, 0.4075075089931488, 0.4167013466358185, 0.309394896030426]","[-216.20706176757812, 145.64535522460938, 20.56926155090332, 29.72976303100586, -9.811241149902344, 25.732553482055664, -14.768278121948242, 7.404130458831787, 1.0111736059188843, -8.101425170898438, 5.3291754722595215, -7.132716178894043, -9.191447257995605]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 5, 6, 8, 0, 1, 11, 0, 1, 11, 7, 8, 10, 6, 7, 8, 6, 7, 8, 6, 7, 8]"
AURORA - Runaway (Audio),[172.265625],"[0.36438339948654175, 0.4135293662548065, 0.39167889952659607, 0.5043066740036011, 0.41691768169403076, 0.38788455724716187, 0.4207550585269928, 0.331134170293808, 0.3728448152542114, 0.34376463294029236, 0.4827423393726349, 0.46678468585014343]","[-228.31417846679688, 154.3099822998047, 5.0569353103637695, 22.890016555786133, -1.7705472707748413, 14.159479141235352, -8.52165412902832, 14.342737197875977, 5.438608646392822, -7.505127429962158, 8.190194129943848, -3.123918294906616, 1.954553484916687]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 6, 7, 9, 2, 7, 9, 2, 7, 8, 3, 4, 9, 4, 5, 9, 4, 5, 9, 1, 4, 9]"
Ava Max - Sweet but Psycho [Official Lyric Video],[132.51201923],"[0.5436002612113953, 0.5905301570892334, 0.5065318942070007, 0.5321229696273804, 0.4741562306880951, 0.5030418038368225, 0.41870152950286865, 0.39933809638023376, 0.44876155257225037, 0.43213340640068054, 0.47420212626457214, 0.4307364821434021]","[-97.6622314453125, 129.63929748535156, -21.292295455932617, 47.25794982910156, -9.581405639648438, 32.35284423828125, -16.292871475219727, 25.669322967529297, -8.554015159606934, 2.3263099193573, 8.119702339172363, -1.3264341354370117, -0.37628301978111267]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 1, 11, 0, 1, 8, 5, 6, 8, 0, 1, 4, 4, 5, 6, 6, 7, 8, 1, 2, 8]"
Avatharam - Thendral Vanthu ｜ High Quality Audio ｜ Ilaiyaraaja,[129.19921875],"[0.5022996664047241, 0.40167349576950073, 0.38849568367004395, 0.3912675380706787, 0.49437415599823, 0.3814246356487274, 0.33029264211654663, 0.3952052593231201, 0.3495604991912842, 0.40342581272125244, 0.3908028304576874, 0.480977863073349]","[-199.55491638183594, 178.19920349121094, -33.94614791870117, 36.517391204833984, 0.3504704236984253, 2.6919748783111572, -4.487590312957764, 6.916321754455566, 2.1740496158599854, -4.2664289474487305, 3.6224594116210938, 4.449660301208496, 2.861934185028076]","[1, 2, 3, 0, 1, 2, 1, 2, 9, 1, 2, 10, 1, 2, 6, 0, 2, 4, 0, 1, 9, 0, 2, 6, 1, 2, 3, 2, 3, 8]"
Avicii - Wake Me Up (Official Lyric Video),[123.046875],"[0.40795713663101196, 0.4754824638366699, 0.5580680966377258, 0.4046364426612854, 0.40319687128067017, 0.40211331844329834, 0.556602954864502, 0.43396133184432983, 0.4372931122779846, 0.5648151636123657, 0.4442426562309265, 0.4922991096973419]","[-93.89075469970703, 129.17945861816406, -34.271366119384766, 40.42011642456055, -17.006906509399414, 32.165740966796875, -12.260135650634766, 14.47779655456543, -5.62640905380249, 6.457287788391113, -7.083856582641602, 4.039590835571289, 0.24810871481895447]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Aya Nakamura - Copines (Lyrics),[181.4516129],"[0.4295145273208618, 0.4906458854675293, 0.42337024211883545, 0.48602738976478577, 0.4662819802761078, 0.39974579215049744, 0.45465415716171265, 0.38083064556121826, 0.4502001106739044, 0.3643834888935089, 0.43301528692245483, 0.5148800015449524]","[-113.75122833251953, 141.47630310058594, -14.704957008361816, 42.319427490234375, -24.520511627197266, 30.925357818603516, -18.70206069946289, 16.541366577148438, -3.3081486225128174, -0.480857789516449, -1.1965408325195312, 2.8071000576019287, 0.36135485768318176]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 6, 7, 10, 4, 5, 6, 5, 6, 7, 6, 7, 11]"
Aya Nakamura - Copines,[90.66611842],"[0.43302273750305176, 0.48672187328338623, 0.41171619296073914, 0.4886001646518707, 0.4586712419986725, 0.3854163885116577, 0.42931485176086426, 0.34999462962150574, 0.44688576459884644, 0.3616156578063965, 0.44569990038871765, 0.5257576704025269]","[-101.6019058227539, 133.08140563964844, -9.692991256713867, 36.998023986816406, -21.023168563842773, 29.461299896240234, -20.042953491210938, 20.13604736328125, -8.619145393371582, 3.600986957550049, -4.473244667053223, 7.708407878875732, -6.251534461975098]","[9, 10, 11, 7, 8, 9, 4, 5, 6, 1, 2, 9, 3, 4, 7, 3, 7, 10, 6, 7, 10, 1, 3, 10, 1, 3, 4, 4, 5, 6]"
Ayestí - Fiji Truth (Official Audio),[92.28515625],"[0.5471051335334778, 0.4741918742656708, 0.40324464440345764, 0.45413196086883545, 0.5474790930747986, 0.5809774994850159, 0.45690011978149414, 0.47142264246940613, 0.5136354565620422, 0.4249175190925598, 0.4165278971195221, 0.3936828672885895]","[-204.28358459472656, 115.52188110351562, -13.290040016174316, 44.989013671875, -7.91631555557251, 23.849679946899414, -9.000622749328613, 5.637104034423828, -0.19328373670578003, -4.7402496337890625, -4.939559459686279, 2.180457592010498, -1.8789416551589966]","[2, 3, 8, 6, 7, 8, 0, 7, 11, 3, 4, 5, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4, 2, 3, 4, 3, 4, 5]"
BabyJake - Cigarettes On Patios (Official Lyric Video),[139.67483108],"[0.48540404438972473, 0.4887959063053131, 0.5303218960762024, 0.4603988826274872, 0.4632033109664917, 0.3724992871284485, 0.3822365999221802, 0.35721009969711304, 0.43002021312713623, 0.5759196281433105, 0.4693097174167633, 0.3935462236404419]","[-124.6792984008789, 153.07711791992188, -11.368094444274902, 22.53671646118164, -21.678977966308594, 18.785615921020508, -8.359944343566895, 10.285728454589844, -9.02920913696289, 0.22879286110401154, 0.10340046137571335, -4.153923988342285, -2.1274144649505615]","[0, 2, 11, 0, 5, 6, 4, 5, 6, 6, 7, 11, 6, 7, 11, 0, 7, 11, 3, 4, 7, 3, 7, 10, 6, 7, 10, 0, 6, 7]"
"Badhulu Thochanai Song With Lyrics - Mr. Perfect Songs - Prabhas, Kajal Aggarwal, DSP",[114.84375],"[0.38133713603019714, 0.36509644985198975, 0.4635733962059021, 0.3855222761631012, 0.49310633540153503, 0.46800878643989563, 0.35621821880340576, 0.3821771740913391, 0.3687399625778198, 0.44054216146469116, 0.33475589752197266, 0.33618995547294617]","[-137.35916137695312, 158.7960662841797, -24.37798309326172, 37.88884735107422, -6.6416401863098145, 19.000572204589844, -11.142684936523438, 10.896644592285156, 2.7472758293151855, -3.310642719268799, -3.6562254428863525, 4.487530708312988, 4.345992565155029]","[9, 10, 11, 9, 10, 11, 5, 6, 7, 2, 3, 4, 4, 8, 9, 2, 3, 4, 9, 10, 11, 9, 10, 11, 0, 10, 11, 6, 7, 8]"
"Baitikochi Chuste Lyrical ｜ Agnyaathavaasi Songs｜ Pawan Kalyan,Keerthy Suresh,Anu Emmanuel ｜ Anirudh",[178.20581897],"[0.35427170991897583, 0.3823985457420349, 0.3015960156917572, 0.3178863227367401, 0.38226231932640076, 0.34274134039878845, 0.39818641543388367, 0.3103574812412262, 0.3754582703113556, 0.43969735503196716, 0.3992927670478821, 0.4372391998767853]","[-200.8603057861328, 144.1679229736328, -10.124528884887695, 31.47324562072754, -0.451649010181427, 19.178306579589844, -7.689956188201904, 2.615102529525757, -3.1405835151672363, -2.9609375, -5.809309005737305, 1.7189488410949707, -3.91343355178833]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Balapam Patti Full Song ll Bobbili Raja Movie ll Venkatesh, Divya Bharathi",[92.28515625],"[0.3095356822013855, 0.27837231755256653, 0.3682601749897003, 0.2577657103538513, 0.2378639131784439, 0.33228906989097595, 0.36371755599975586, 0.48989757895469666, 0.352897047996521, 0.3515169024467468, 0.3341412842273712, 0.27502211928367615]","[-148.2957305908203, 149.3105010986328, -58.74581527709961, 40.2883186340332, 8.186622619628906, 2.5184712409973145, 2.2278242111206055, 3.1702823638916016, -1.0459929704666138, -2.1830132007598877, -4.397010326385498, -5.490711688995361, 1.2192243337631226]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Bang Bang Bangkok Official Video Song ｜ Kumari 21F Movie ｜ Raj Tarun, Hebah Patel ｜ Devi Sri Prasad",[123.046875],"[0.4697892665863037, 0.45642080903053284, 0.4438808858394623, 0.4648398458957672, 0.4531838595867157, 0.44966042041778564, 0.39926376938819885, 0.41700658202171326, 0.4707798957824707, 0.4707324206829071, 0.5203737020492554, 0.46702510118484497]","[-92.08698272705078, 126.46246337890625, -35.50454330444336, 45.88309097290039, -10.079110145568848, 26.827882766723633, -13.914810180664062, 20.823524475097656, -10.992663383483887, 10.524407386779785, -1.483618974685669, 0.6631382703781128, -1.3635988235473633]","[9, 10, 11, 9, 10, 11, 7, 10, 11, 3, 4, 5, 2, 8, 9, 3, 4, 5, 6, 7, 8, 6, 7, 8, 6, 7, 8, 6, 7, 8]"
Bassthoven (feat. Shawn Wasabi),[161.49902344],"[0.46339067816734314, 0.42393943667411804, 0.4312109649181366, 0.43487778306007385, 0.4360921382904053, 0.3961781859397888, 0.3760513365268707, 0.38163629174232483, 0.42726126313209534, 0.48138612508773804, 0.4395063817501068, 0.45125702023506165]","[-256.9941101074219, 112.82279968261719, -8.13133716583252, 23.57249641418457, -9.57322883605957, 13.436120986938477, -14.641901016235352, 0.15121795237064362, -3.5940144062042236, -8.021012306213379, -5.539560794830322, 0.6488330364227295, -4.205067157745361]","[9, 10, 11, 9, 10, 11, 0, 4, 11, 1, 2, 3, 4, 5, 6, 0, 10, 11, 0, 1, 2, 0, 1, 11, 0, 1, 11, 1, 9, 11]"
BEAUZ - Outerspace (feat. Dallas) [Monstercat Release],[143.5546875],"[0.5213834047317505, 0.4167483150959015, 0.48368170857429504, 0.490644633769989, 0.4348137676715851, 0.4860003590583801, 0.4192797839641571, 0.5466873049736023, 0.43700313568115234, 0.4352300763130188, 0.5193621516227722, 0.4610365629196167]","[-83.67213439941406, 125.64129638671875, -25.147005081176758, 51.45066452026367, -14.1539306640625, 24.622793197631836, -9.039857864379883, 21.652559280395508, -6.67147159576416, 7.7573394775390625, 4.938819408416748, -0.4728333652019501, 1.7185847759246826]","[9, 10, 11, 0, 3, 4, 0, 6, 11, 0, 1, 4, 1, 4, 5, 4, 9, 11, 4, 8, 10, 4, 5, 7, 5, 7, 8, 4, 7, 10]"
Big Dawgs,[90.66611842],"[0.5436083078384399, 0.5615143775939941, 0.5883539915084839, 0.5939578413963318, 0.6040855646133423, 0.5916544198989868, 0.5689436793327332, 0.5463680624961853, 0.5281970500946045, 0.5462856888771057, 0.5318455696105957, 0.5400199294090271]","[-64.62428283691406, 122.18521881103516, -25.434646606445312, 43.01348876953125, -17.038387298583984, 39.244140625, -17.870223999023438, 19.635635375976562, -5.70593786239624, 15.10190486907959, -2.5288662910461426, 6.828049659729004, 5.056600570678711]","[0, 5, 11, 0, 10, 11, 0, 10, 11, 0, 1, 11, 0, 1, 11, 0, 10, 11, 9, 10, 11, 9, 10, 11, 0, 10, 11, 0, 10, 11]"
Billie Eilish - all the good girls go to hell (Official Music Video),[92.28515625],"[0.5425097942352295, 0.5555651783943176, 0.5594444870948792, 0.5576661229133606, 0.5234109163284302, 0.4574764370918274, 0.42437005043029785, 0.4460301697254181, 0.4881184995174408, 0.49350178241729736, 0.5258380174636841, 0.539764404296875]","[-258.6392517089844, 127.62242126464844, 10.973013877868652, 34.5912971496582, 2.4804985523223877, 18.139129638671875, 3.166029453277588, 9.123246192932129, -0.04950067028403282, 6.951716423034668, 3.490797996520996, 0.6323859095573425, 2.3349928855895996]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Billie Eilish - hotline (edit),[114.84375],"[0.49138638377189636, 0.36540400981903076, 0.37184658646583557, 0.41873034834861755, 0.570656955242157, 0.4880308210849762, 0.3155616521835327, 0.27741891145706177, 0.29243749380111694, 0.5101300477981567, 0.3907144367694855, 0.4127432703971863]","[-302.2381591796875, 146.28282165527344, 25.04436683654785, 11.225407600402832, 3.9490909576416016, 11.949930191040039, 3.6405861377716064, -2.6078662872314453, -7.306472301483154, -9.227367401123047, -5.052614212036133, -1.2945365905761719, -2.592864751815796]","[0, 1, 11, 1, 9, 10, 1, 9, 10, 2, 9, 10, 2, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10, 8, 9, 10]"
BILLIE EILISH.,[99.38401442],"[0.42894792556762695, 0.4472865164279938, 0.4683057963848114, 0.443232923746109, 0.4859999120235443, 0.5313717126846313, 0.5037863850593567, 0.5253742337226868, 0.5328518748283386, 0.48651793599128723, 0.4156052768230438, 0.40519723296165466]","[-172.49208068847656, 125.1178207397461, -21.63145637512207, 19.338706970214844, -16.985130310058594, 17.153837203979492, -14.91467571258545, -2.5369713306427, -8.351542472839355, -2.741054058074951, -4.998154163360596, -3.2958900928497314, -2.254080057144165]","[0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2]"
Billie Jean,[117.45383523],"[0.5401143431663513, 0.541314423084259, 0.5858529210090637, 0.529288113117218, 0.5331870317459106, 0.5725250840187073, 0.5916769504547119, 0.6344913840293884, 0.5482295155525208, 0.5623049139976501, 0.546600341796875, 0.5232231616973877]","[-147.5928192138672, 111.47577667236328, -4.618031024932861, 62.464847564697266, -9.014678001403809, 31.604454040527344, -9.051664352416992, 20.4537296295166, -6.4284443855285645, 11.312390327453613, -1.0938438177108765, 8.46651554107666, -0.137579083442688]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Black Beatles,[97.50884434],"[0.5431755781173706, 0.47957146167755127, 0.5523870587348938, 0.5018415451049805, 0.494709849357605, 0.4332256317138672, 0.45722734928131104, 0.45071104168891907, 0.4026080369949341, 0.4238673746585846, 0.478378027677536, 0.6401997804641724]","[-149.965087890625, 152.5043182373047, 4.693950176239014, 32.4634895324707, -18.715429306030273, 29.128921508789062, -11.43700122833252, 7.514494895935059, 8.513411521911621, 1.909224510192871, 7.805312633514404, 7.330726146697998, 3.412478446960449]","[0, 2, 11, 0, 1, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11]"
Blackbear - Hot Girl Bummer (Lyrics),[129.19921875],"[0.46017104387283325, 0.5454491376876831, 0.44162866473197937, 0.41577014327049255, 0.4354947805404663, 0.44147780537605286, 0.542662501335144, 0.47525888681411743, 0.5110435485839844, 0.532913863658905, 0.44961124658584595, 0.4488280117511749]","[-123.8873291015625, 134.93421936035156, -15.335532188415527, 43.87898254394531, -15.494540214538574, 31.167428970336914, -5.619413375854492, 9.939031600952148, 1.043104648590088, -0.20421048998832703, -6.182936191558838, 5.54955530166626, 0.1046295091509819]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Blackbear - ＂Idfc＂ OFFICIAL VERSION,[143.5546875],"[0.41087841987609863, 0.5079043507575989, 0.3558364510536194, 0.40560081601142883, 0.4254530370235443, 0.340525358915329, 0.37751108407974243, 0.38122791051864624, 0.5081385374069214, 0.4347939193248749, 0.39163607358932495, 0.4113135039806366]","[-182.13430786132812, 150.73214721679688, 1.437079906463623, 20.514007568359375, -7.586799621582031, 20.963298797607422, -3.059838056564331, 0.6053796410560608, -3.396737813949585, -7.52515983581543, -5.963008880615234, -0.530981183052063, -5.329512596130371]","[9, 10, 11, 9, 10, 11, 1, 2, 5, 0, 1, 2, 1, 9, 10, 1, 2, 3, 1, 2, 9, 0, 2, 9, 8, 9, 11, 8, 9, 11]"
Blur - Stellar (Official Lyric Video),[126.04801829],"[0.40942519903182983, 0.41609641909599304, 0.5008698105812073, 0.3988223671913147, 0.48495209217071533, 0.4967104196548462, 0.36167648434638977, 0.3204650282859802, 0.3424011468887329, 0.478687584400177, 0.3718925714492798, 0.3549885153770447]","[-132.9232940673828, 156.27996826171875, -18.13007354736328, 39.78474807739258, -9.589844703674316, 24.566978454589844, -14.437931060791016, 10.01126480102539, -2.9669370651245117, 2.2596933841705322, -3.655775547027588, 6.109018802642822, 3.541400194168091]","[9, 10, 11, 9, 10, 11, 0, 5, 6, 0, 4, 9, 1, 3, 4, 0, 1, 4, 0, 1, 4, 0, 1, 4, 2, 3, 5, 2, 5, 6]"
BM (London View),[95.703125],"[0.441282719373703, 0.41997137665748596, 0.3727450966835022, 0.403947114944458, 0.430724173784256, 0.4237760901451111, 0.4300139844417572, 0.4191385507583618, 0.4852805435657501, 0.5086198449134827, 0.5383126735687256, 0.5265679359436035]","[-188.74737548828125, 109.62151336669922, -9.712700843811035, 34.766075134277344, -9.651933670043945, 31.109405517578125, -10.519306182861328, 7.306944370269775, 0.30192798376083374, 3.9605202674865723, -10.311104774475098, -2.8268659114837646, 0.6912164092063904]","[3, 9, 10, 3, 9, 10, 0, 3, 4, 5, 6, 9, 1, 2, 5, 1, 3, 5, 3, 4, 5, 3, 4, 5, 2, 3, 4, 2, 3, 4]"
Bohnes ｜ Raging On A Sunday (Official Audio),[151.99908088],"[0.3901493549346924, 0.39715033769607544, 0.4250321686267853, 0.5378721356391907, 0.40583109855651855, 0.4913792014122009, 0.5108546018600464, 0.4347350001335144, 0.45691487193107605, 0.47033318877220154, 0.5556872487068176, 0.4396398067474365]","[-112.08805084228516, 118.45389556884766, -35.581668853759766, 32.608612060546875, -22.21341323852539, 26.588930130004883, -21.572908401489258, 8.694439888000488, -6.529565334320068, 1.4639416933059692, -4.84497594833374, 5.185375213623047, 1.8802765607833862]","[9, 10, 11, 3, 4, 5, 0, 1, 5, 0, 1, 11, 5, 8, 9, 2, 5, 6, 2, 5, 6, 0, 4, 5, 4, 5, 6, 4, 5, 8]"
BoyWithUke - IDGAF (Lyrics) Ft. blackbear,[97.50884434],"[0.4334898889064789, 0.45639273524284363, 0.45794445276260376, 0.41491803526878357, 0.4131537675857544, 0.4799467921257019, 0.4026009738445282, 0.4372008740901947, 0.42179378867149353, 0.4557662308216095, 0.4073033332824707, 0.35793763399124146]","[-119.95110321044922, 122.427978515625, -23.118106842041016, 51.9978141784668, -15.650362014770508, 29.34922981262207, -16.126190185546875, 9.839993476867676, -4.21556282043457, -4.507289409637451, -9.106340408325195, -1.2744693756103516, -5.091365814208984]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
BoyWithUke - Migraine (Lyrics),[97.50884434],"[0.3566419184207916, 0.4381776750087738, 0.4384095370769501, 0.5145947933197021, 0.4325926601886749, 0.40730613470077515, 0.497516006231308, 0.47856026887893677, 0.4696696698665619, 0.36855241656303406, 0.404554158449173, 0.4052068889141083]","[-126.21749114990234, 134.1494598388672, -6.5768961906433105, 37.888206481933594, -16.98514175415039, 29.56169319152832, -16.944982528686523, 11.953068733215332, -5.926437854766846, 0.8619303703308105, -12.508746147155762, -0.40481606125831604, -2.0830814838409424]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
BoyWithUke - Out of Reach (Lyric Video),[147.65625],"[0.45909440517425537, 0.4753977656364441, 0.4908562898635864, 0.5612578988075256, 0.5037450790405273, 0.4955992102622986, 0.55328369140625, 0.4819486141204834, 0.4493502378463745, 0.4058365523815155, 0.5068345665931702, 0.5159239768981934]","[-132.15145874023438, 115.41034698486328, -15.681805610656738, 30.483264923095703, -17.546648025512695, 30.452068328857422, -12.599459648132324, 16.422067642211914, -9.089279174804688, 3.9367942810058594, -8.164002418518066, 7.708703994750977, 4.311620235443115]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 4, 5, 5, 6, 7, 4, 5, 9, 2, 3, 4, 3, 9, 10]"
BoyWithUke - Toxic (Official Lyric Video),[178.20581897],"[0.24916119873523712, 0.32381540536880493, 0.46094927191734314, 0.5150429606437683, 0.3913617432117462, 0.3577634394168854, 0.3967222571372986, 0.3850384056568146, 0.36666402220726013, 0.3157799541950226, 0.33292996883392334, 0.30987638235092163]","[-214.82659912109375, 158.57244873046875, -16.505643844604492, 16.292587280273438, -8.944620132446289, 10.984186172485352, -13.883688926696777, 1.8632011413574219, -6.418806552886963, -11.064579963684082, -8.447975158691406, -3.071687698364258, -7.817043781280518]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Britney Spears - Criminal (Audio),[107.66601562],"[0.4783003628253937, 0.4019993841648102, 0.43650326132774353, 0.3812660574913025, 0.46719828248023987, 0.35761305689811707, 0.38409677147865295, 0.4462980628013611, 0.3898763060569763, 0.4736892580986023, 0.4126338064670563, 0.49850916862487793]","[-97.3433609008789, 131.10208129882812, -31.82557487487793, 37.33075714111328, -15.667314529418945, 24.146339416503906, -11.907363891601562, 15.180818557739258, -9.085922241210938, 2.1507887840270996, -1.1972802877426147, 4.676194667816162, -3.430858612060547]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 5, 6, 8]"
